,id,imdb_id,title,vote_average
0,238,tt0068646,The Godfather,8.707
1,278,tt0111161,The Shawshank Redemption,8.702
2,240,tt0071562,The Godfather Part II,8.591
3,424,tt0108052,Schindler's List,8.573
4,19404,tt0112870,Dilwale Dulhania Le Jayenge,8.552
5,389,tt0050083,12 Angry Men,8.54
6,496243,tt6751668,Parasite,8.515
7,372058,tt5311514,Your Name.,8.514
8,155,tt0468569,The Dark Knight,8.512
9,497,tt0120689,The Green Mile,8.507
